ID,INCIDENT_DATE,STATE,AIRPORT_ID,AIRPORT,OPID,OPERATOR,SPECIES_ID,SPECIES_GROUP,SPECIES,DAMAGE,INCIDENT_YEAR,TIME_OF_DAY,TIME,HEIGHT,SPEED,PHASE_OF_FLT,BIRDS_STRUCK,SIZE
572,5/1/13 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,YH004,Bird,Horned lark,,2013,,,0,0,,1,Small
573,4/30/13 0:00,WA,KBLI,BELLINGHAM INTL,AAY,ALLEGIANT AIR,UNKBS,Bird,Unknown bird - small,N,2013,Night,910,0,130,Take-off run,1,Small
574,4/29/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UAL,UNITED AIRLINES,X6101,Bird,Northern flicker,N,2013,,,100,0,Approach,1,Small
575,4/23/13 0:00,WA,KMWH,GRANT COUNTY ARPT,MIL,MILITARY,UNKB,Bird,Unknown bird,N,2013,,2300,2800,0,Climb,,
576,4/22/13 0:00,WA,KPSC,TRI-CITIES,UNK,UNKNOWN,K3305,Bird,Swainson's hawk,,2013,,,0,0,,1,Medium
577,4/22/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,ZX303,Bird,Savannah sparrow,N,2013,Day,730,0,0,Approach,1,Small
578,4/17/13 0:00,WA,KMWH,GRANT COUNTY ARPT,BUS,BUSINESS,UNKBS,Bird,Unknown bird - small,N,2013,Night,2115,400,72,Climb,1,Small
579,4/17/13 0:00,WA,KMWH,GRANT COUNTY ARPT,MIL,MILITARY,J2140,Bird,Ruddy duck,E,2013,,2110,300,0,Approach,,Medium
580,4/7/13 0:00,WA,KBLI,BELLINGHAM INTL,AAY,ALLEGIANT AIR,NE106,Bird,Glaucous-winged gull,N,2013,Day,815,0,60,Take-off run,1,Medium
581,4/2/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,P1114,Bird,Budgerigar,,2013,,,0,0,,1,Small
582,3/14/13 0:00,WA,KBLI,BELLINGHAM INTL,ASA,ALASKA AIRLINES,NE1,Bird,Gulls,,2013,Day,741,20,0,Approach,1,Medium
583,3/14/13 0:00,WA,KGEG,SPOKANE INTERNATIONAL,CFS,EMPIRE AIRLINES,K3302,Bird,Red-tailed hawk,M,2013,Dawn,716,300,75,Climb,1,Medium
584,3/11/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,R1101,Bird,Barn owl,,2013,,,0,0,,1,Small
585,2/21/13 0:00,WA,KFHR,FRIDAY HARBOR ARPT,UNK,UNKNOWN,NE1,Bird,Gulls,,2013,,,0,0,,1,Medium
586,2/19/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,AWE,US AIRWAYS,YL001,Bird,European starling,N,2013,Day,1300,100,0,Approach,10-Feb,Small
587,2/7/13 0:00,WA,KALW,WALLA WALLA REGIONAL,UNK,UNKNOWN,X6101,Bird,Northern flicker,,2013,,,0,0,,1,Small
588,2/6/13 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,L4302,Bird,Gray partridge,,2013,,,0,0,,1,Small
589,2/4/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,R2001,Bird,Snowy owl,,2013,,,0,0,,1,Large
590,1/23/13 0:00,WA,KFHR,FRIDAY HARBOR ARPT,UNK,UNKNOWN,NE1,Bird,Gulls,,2013,,,0,0,,1,Medium
591,1/15/13 0:00,WA,KMWH,GRANT COUNTY ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,UNKBL,Bird,Unknown bird - large,M,2013,Day,1513,3000,180,Approach,1,Large
592,1/15/13 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UAL,UNITED AIRLINES,R2001,Bird,Snowy owl,N,2013,Dusk,1717,10,0,Approach,1,Large
593,1/11/13 0:00,WA,KEAT,PANGBORN MEMORIAL,UNK,UNKNOWN,L4303,Bird,Chukar,,2013,,,0,0,,1,Medium
594,1/11/13 0:00,WA,KEAT,PANGBORN MEMORIAL,UNK,UNKNOWN,L4302,Bird,Gray partridge,,2013,,,0,0,,1,Small
595,12/20/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,N5111,Bird,Killdeer,,2012,,,0,0,,1,Small
596,12/20/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,YH004,Bird,Horned lark,,2012,,,0,0,,1,Small
597,12/12/12 0:00,WA,KBLI,BELLINGHAM INTL,QXE,HORIZON AIR,I1102,Bird,Great blue heron,M?,2012,Dawn,700,100,150,Climb,1,Large
598,12/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,J2104,Bird,Northern pintail,N,2012,,,0,0,Approach,1,Medium
599,12/10/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,M7005,Bird,American coot,,2012,,,0,0,,1,Medium
600,11/10/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,M7005,Bird,American coot,,2012,,,0,0,,1,Medium
601,11/10/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,R2001,Bird,Snowy owl,S,2012,Night,2031,0,60,Landing Roll,1,Large
602,11/5/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,Z6017,Bird,Varied thrush,N,2012,Day,700,0,0,Approach,1,Small
603,11/5/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,Y,Bird,Perching birds (y),,2012,,,0,0,Descent,1,Small
604,10/23/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,QXE,HORIZON AIR,J2131,Bird,Northern shoveler,N,2012,Night,2017,300,135,Approach,10-Feb,Medium
605,10/23/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,UNKB,Bird,Unknown bird,N,2012,,1124,600,0,Climb,,
606,10/22/12 0:00,WA,KPSC,TRI-CITIES,UNK,UNKNOWN,K5102,Bird,Peregrine falcon,,2012,,,0,0,,1,Medium
607,10/21/12 0:00,WA,KPSC,TRI-CITIES,SKW,SKYWEST AIRLINES,K3502,Bird,Northern harrier,,2012,Day,750,0,0,Take-off run,1,Medium
608,10/21/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,AWE,US AIRWAYS,UNKBM,Bird,Unknown bird - medium,N,2012,Day,920,3000,0,Climb,1,Medium
609,10/20/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,YH004,Bird,Horned lark,,2012,,,0,0,,1,Small
610,10/19/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,O2111,Bird,Rock pigeon,,2012,,,0,0,,1,Small
611,10/17/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,ZX303,Bird,Savannah sparrow,,2012,,,0,0,,1,Small
612,10/16/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),BOE,BOEING COMMERCIAL AIRPLANE GRP,UNKBS,Bird,Unknown bird - small,N,2012,Night,1940,5500,240,Approach,1,Small
613,10/15/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,BUS,BUSINESS,UNKBL,Bird,Unknown bird - large,N,2012,Night,1915,100,100,Approach,1,Large
614,10/15/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,BUS,BUSINESS,K5114,Bird,American kestrel,N,2012,Day,1330,0,0,Landing Roll,1,Small
615,10/15/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,DAL,DELTA AIR LINES,UNKBL,Bird,Unknown bird - large,N,2012,,,0,0,Climb,10-Feb,Large
616,10/15/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,DAL,DELTA AIR LINES,J2204,Bird,Canada goose,S,2012,Night,1830,500,0,Approach,10-Feb,Large
617,10/14/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,Y9018,Mammal,Pacific-slope flycatcher,,2012,,,0,0,,1,Small
618,10/13/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,UNKBS,Bird,Unknown bird - small,N,2012,Dusk,1845,0,0,Landing Roll,1,Small
619,10/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,VRD,VIRGIN AMERICA,UNKBS,Bird,Unknown bird - small,N,2012,Day,1400,300,140,Approach,1,Small
620,10/9/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,YH004,Bird,Horned lark,,2012,,,0,0,,1,Small
621,10/9/12 0:00,WA,KMWH,GRANT COUNTY ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,UNKBS,Bird,Unknown bird - small,N,2012,Day,1000,0,140,Take-off run,10-Feb,Small
622,10/7/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,DAL,DELTA AIR LINES,1C2,Mammal,Microbats,N,2012,Night,,0,0,Landing Roll,1,Small
623,10/6/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),BOE,BOEING COMMERCIAL AIRPLANE GRP,ZX010,Bird,Pine siskin,N,2012,Day,1430,1000,180,Climb,1,Small
624,10/4/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,K5114,Bird,American kestrel,,2012,,,0,0,,1,Small
625,10/4/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,1D21,Bird,Eastern cottontail,,2012,,,0,0,,1,Medium
626,10/4/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,J2140,Bird,Ruddy duck,,2012,,,0,0,,1,Medium
627,10/2/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,ZX010,Bird,Pine siskin,N,2012,,,0,0,Approach,10-Feb,Small
628,10/2/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,YH004,Bird,Horned lark,,2012,,,0,0,,1,Small
629,9/30/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,O2111,Bird,Rock pigeon,,2012,,,0,0,,1,Small
630,9/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,ZD102,Bird,Cedar waxwing,N,2012,Day,1530,100,135,Approach,1,Small
631,9/26/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,SWA,SOUTHWEST AIRLINES,UNKBS,Bird,Unknown bird - small,N,2012,Night,,6,0,Approach,1,Small
632,9/25/12 0:00,WA,KEAT,PANGBORN MEMORIAL,UNK,UNKNOWN,ZX3,Bird,Sparrows,,2012,,,0,0,,1,Small
633,9/24/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,F1005,Bird,Red-necked grebe,S,2012,Day,912,5000,140,Climb,10-Feb,Medium
634,9/22/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,Z6004,Bird,Swainson's thrush,,2012,,,0,0,,1,Small
635,9/19/12 0:00,WA,KORS,ORCAS ISLAND ARPT,BUS,BUSINESS,1G12,Mammal,Mule deer,M,2012,Night,2030,0,0,Take-off run,1,Large
636,9/17/12 0:00,WA,KPUW,PULLMAN/MOSCOW REGIONAL ARPT,QXE,HORIZON AIR,N5111,Bird,Killdeer,N,2012,Day,1800,0,0,Landing Roll,1,Small
637,9/14/12 0:00,WA,KPUW,PULLMAN/MOSCOW REGIONAL ARPT,UNK,UNKNOWN,N5111,Bird,Killdeer,,2012,,,0,0,,1,Small
638,9/12/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,K3302,Bird,Red-tailed hawk,N,2012,,1200,0,0,Local,,Medium
639,9/11/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,YI005,Bird,Barn swallow,N,2012,,1905,600,0,Take-off run,,Small
640,9/11/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),UNK,UNKNOWN,YI005,Bird,Barn swallow,,2012,,,0,0,,1,Small
641,9/10/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),UNK,UNKNOWN,YI005,Bird,Barn swallow,,2012,,,0,0,,1,Small
642,9/8/12 0:00,WA,2S1,VASHON MUNICIPAL ARPT,BUS,BUSINESS,UNKBM,Bird,Unknown bird - medium,M,2012,Night,2120,1200,100,Approach,10-Feb,Medium
643,9/5/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,K3302,Bird,Red-tailed hawk,,2012,,,0,0,,1,Medium
644,9/5/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ANA,ALL NIPPON AIRWAYS,K3302,Bird,Red-tailed hawk,N,2012,Day,1040,0,0,Landing Roll,1,Medium
645,8/31/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,J2103,Bird,American wigeon,E,2012,,2145,1000,0,Take-off run,,Medium
646,8/27/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YM1102,Bird,American crow,,2012,,,0,0,,1,Medium
647,8/26/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,Y9011,Bird,Western wood-pewee,,2012,,,0,0,,1,Small
648,8/24/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,F1003,Bird,Pied-billed grebe,,2012,,,0,0,,1,Medium
649,8/21/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),UNK,UNKNOWN,YI005,Bird,Barn swallow,,2012,,,0,0,,1,Small
650,8/19/12 0:00,WA,KBLI,BELLINGHAM INTL,UNK,UNKNOWN,K33,Bird,Hawks,,2012,,,0,0,,1,Medium
651,8/19/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,K5114,Bird,American kestrel,,2012,,,0,0,,1,Small
652,8/18/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,DAL,DELTA AIR LINES,YI,Bird,Swallows,,2012,Day,1055,0,0,Take-off run,10-Feb,Small
653,8/18/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,BUS,BUSINESS,R1101,Bird,Barn owl,N,2012,Night,2111,5,60,Climb,1,Small
654,8/17/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,YI005,Bird,Barn swallow,,2012,,,0,0,,10-Feb,Small
655,8/15/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,W1001,Bird,Belted kingfisher,,2012,,,0,0,,1,Small
656,8/15/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,YI,Bird,Swallows,,2012,Day,1950,0,0,Take-off run,1,Small
657,8/13/12 0:00,WA,KBLI,BELLINGHAM INTL,ASA,ALASKA AIRLINES,N5111,Bird,Killdeer,N,2012,Day,1348,0,0,Landing Roll,1,Small
658,8/13/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,UNK,UNKNOWN,K5114,Bird,American kestrel,,2012,,,0,0,,1,Small
659,8/13/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,K5102,Bird,Peregrine falcon,N,2012,,1400,0,0,,,Small
660,8/12/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,AAL,AMERICAN AIRLINES,UNKBS,Bird,Unknown bird - small,N,2012,Day,1038,30,140,Approach,1,Small
661,8/10/12 0:00,WA,KPSC,TRI-CITIES,UNK,UNKNOWN,NE1,Bird,Gulls,,2012,,,0,0,,1,Medium
662,8/7/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,YH004,Bird,Horned lark,,2012,,,0,0,,1,Small
663,8/6/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YM1102,Bird,American crow,,2012,,,0,0,,1,Medium
664,8/5/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,K3302,Bird,Red-tailed hawk,,2012,,,0,0,,1,Medium
665,8/2/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YI005,Bird,Barn swallow,,2012,,,0,0,,1,Small
666,8/2/12 0:00,WA,KMWH,GRANT COUNTY ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,UNKBS,Bird,Unknown bird - small,N,2012,Day,1226,2000,180,Approach,1,Small
667,8/1/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,AMF,AMERIFLIGHT,K5114,Bird,American kestrel,N,2012,Day,725,0,0,Approach,1,Small
668,8/1/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,JBU,JETBLUE AIRWAYS,YI,Bird,Swallows,N,2012,Day,1140,20,0,Approach,1,Small
669,7/31/12 0:00,WA,KMWH,GRANT COUNTY ARPT,MIL,MILITARY,M7005,Bird,American coot,N,2012,,,75,0,Take-off run,,Medium
670,7/30/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,1F61,Mammal,Domestic cat,,2012,,,0,0,,1,Large
671,7/29/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,K5114,Bird,American kestrel,,2012,,,0,0,,1,Small
672,7/28/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YM1108,Bird,Northwestern crow,,2012,,,0,0,,1,Small
673,7/27/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YM1108,Bird,Northwestern crow,,2012,,,0,0,,1,Small
674,7/26/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YM1108,Bird,Northwestern crow,,2012,,,0,0,,1,Small
675,7/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,YI011,Bird,Violet-green swallow,,2012,,,0,0,,1,Small
676,7/26/12 0:00,WA,KYKM,YAKIMA AIR TERMINAL/MCALLISTER FIELD,CFS,EMPIRE AIRLINES,K5114,Bird,American kestrel,N,2012,Day,718,0,85,Landing Roll,1,Small
677,7/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,ZX017,Bird,American goldfinch,,2012,Day,,0,0,Approach,1,Small
678,7/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,YI009,Bird,Cliff swallow,N,2012,,,0,0,Landing Roll,1,Small
679,7/25/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UPS,UPS AIRLINES,UNKBS,Bird,Unknown bird - small,N,2012,Day,600,1700,200,Approach,1,Small
680,7/24/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,SWA,SOUTHWEST AIRLINES,YL001,Bird,European starling,N,2012,Day,945,0,140,Landing Roll,1,Small
681,7/17/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,YI009,Bird,Cliff swallow,N,2012,Day,800,0,0,Approach,1,Small
682,7/17/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YM1102,Bird,American crow,,2012,,,0,0,,1,Medium
683,7/17/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YM1102,Bird,American crow,,2012,,,0,0,,1,Medium
684,7/16/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,YI,Bird,Swallows,,2012,Day,1251,0,0,Landing Roll,1,Small
685,7/16/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,YI,Bird,Swallows,,2012,Day,,0,0,Arrival,10-Feb,Small
686,7/12/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,ZT001,Bird,Eastern meadowlark,,2012,,,0,0,,1,Small
687,7/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,YI,Bird,Swallows,,2012,Day,1155,0,0,Descent,1,Small
688,7/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,YI009,Bird,Cliff swallow,,2012,Day,1820,0,0,Arrival,10-Feb,Small
689,7/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,YI,Bird,Swallows,N,2012,Day,1125,0,0,Local,1,Small
690,7/11/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,JBU,JETBLUE AIRWAYS,UNKBS,Bird,Unknown bird - small,N,2012,Day,1626,20,145,Approach,10-Feb,Small
691,7/9/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,JBU,JETBLUE AIRWAYS,YI005,Bird,Barn swallow,N,2012,Day,1200,0,130,Landing Roll,1,Small
692,7/9/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,YI011,Bird,Violet-green swallow,N,2012,Day,,0,0,Landing Roll,1,Small
693,7/9/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,AAL,AMERICAN AIRLINES,ZX303,Bird,Savannah sparrow,N,2012,Day,1620,0,0,Landing Roll,1,Small
694,7/6/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,O2205,Bird,Mourning dove,,2012,,,0,0,,1,Small
695,7/3/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,SWA,SOUTHWEST AIRLINES,UNKBS,Bird,Unknown bird - small,N,2012,Night,2340,2000,170,Approach,1,Small
696,7/2/12 0:00,WA,KPSC,TRI-CITIES,UNK,UNKNOWN,P1114,Bird,Budgerigar,,2012,,,0,0,,1,Small
697,7/1/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,YI009,Bird,Cliff swallow,N,2012,,,0,0,Approach,1,Small
698,7/1/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,Z6007,Bird,American robin,,2012,,,0,0,,1,Small
699,6/28/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YM1102,Bird,American crow,,2012,,,0,0,,1,Medium
700,6/26/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,JBU,JETBLUE AIRWAYS,UNKBS,Bird,Unknown bird - small,N,2012,Day,1129,10,145,Approach,1,Small
701,6/25/12 0:00,WA,KTCM,MCCORD FIELD ARPT,MIL,MILITARY,UNKB,Bird,Unknown bird,N,2012,,1645,200,0,Approach,,
702,6/21/12 0:00,WA,KBLI,BELLINGHAM INTL,QXE,HORIZON AIR,N5111,Bird,Killdeer,N,2012,Night,2155,0,0,Landing Roll,1,Small
703,6/18/12 0:00,WA,KMWH,GRANT COUNTY ARPT,UNK,UNKNOWN,YI005,Bird,Barn swallow,,2012,,,0,0,,1,Small
704,6/12/12 0:00,WA,KPAE,SNOHOMISH CO (PAINE FIELD),UNK,UNKNOWN,YI005,Bird,Barn swallow,,2012,,,0,0,,1,Small
705,6/12/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,K2001,Bird,Osprey,,2012,Day,1315,0,0,Climb,1,Large
706,5/31/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,Y,Bird,Perching birds (y),N,2012,Day,,0,0,Landing Roll,1,Small
707,5/31/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,NE104,Bird,Ring-billed gull,,2012,,,0,0,,1,Medium
708,5/29/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,YI005,Bird,Barn swallow,N,2012,Day,1125,0,0,Landing Roll,1,Small
709,5/27/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,AAL,AMERICAN AIRLINES,YI005,Bird,Barn swallow,N,2012,,,150,150,Approach,1,Small
710,5/25/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,R2203,Bird,Great horned owl,,2012,,,0,0,,1,Large
711,5/25/12 0:00,WA,KGEG,SPOKANE INTERNATIONAL,UNK,UNKNOWN,ZT001,Bird,Eastern meadowlark,,2012,,,0,0,,1,Small
712,5/24/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,ZS007,Bird,Wilson's warbler,,2012,,,0,0,,1,Small
713,5/24/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,K3302,Bird,Red-tailed hawk,N,2012,,,10,100,Approach,1,Medium
714,5/23/12 0:00,WA,KBFI,BOEING FIELD/KING COUNTY INTL ARPT,UNK,UNKNOWN,YL001,Bird,European starling,,2012,,,0,0,,1,Small
715,5/22/12 0:00,WA,KBLI,BELLINGHAM INTL,UNK,UNKNOWN,YL001,Bird,European starling,,2012,,,0,0,,1,Small
716,5/21/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,YI009,Bird,Cliff swallow,N,2012,Day,1600,700,0,Approach,1,Small
717,5/20/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UAL,UNITED AIRLINES,ZX303,Bird,Savannah sparrow,,2012,Day,1103,0,0,Local,1,Small
718,5/16/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,FDX,FEDEX EXPRESS,UNKBM,Bird,Unknown bird - medium,N,2012,Dawn,520,0,0,Approach,1,Medium
719,5/14/12 0:00,WA,KBLI,BELLINGHAM INTL,QXE,HORIZON AIR,ZX303,Bird,Savannah sparrow,N,2012,Dawn,500,0,60,Take-off run,1,Small
720,5/9/12 0:00,WA,KBLI,BELLINGHAM INTL,AAY,ALLEGIANT AIR,N5111,Bird,Killdeer,N,2012,Night,2306,20,130,Approach,1,Small
721,5/4/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,F1002,Bird,Western grebe,M,2012,Night,2200,0,0,Landing Roll,1,Medium
722,5/3/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UNK,UNKNOWN,YI009,Bird,Cliff swallow,,2012,,,0,0,,1,Small
723,5/2/12 0:00,WA,KMWH,GRANT COUNTY ARPT,BOE,BOEING COMMERCIAL AIRPLANE GRP,UNKBS,Bird,Unknown bird - small,N,2012,Day,1215,0,140,Take-off run,1,Small
724,5/2/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,QXE,HORIZON AIR,Y,Bird,Perching birds (y),N,2012,Day,630,0,0,Take-off run,1,Small
725,4/30/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,UAL,UNITED AIRLINES,J2103,Bird,American wigeon,S,2012,Night,2359,0,0,Approach,1,Medium
726,4/29/12 0:00,WA,KBLI,BELLINGHAM INTL,QXE,HORIZON AIR,ZX303,Bird,Savannah sparrow,N,2012,Day,920,0,0,Take-off run,1,Small
727,4/29/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,ASA,ALASKA AIRLINES,J2131,Bird,Northern shoveler,M,2012,Night,2233,1500,0,Approach,1,Medium
728,4/27/12 0:00,WA,KSEA,SEATTLE-TACOMA INTL,FDX,FEDEX EXPRESS,J2106,Bird,Green-winged teal,N,2012,Night,400,0,0,Approach,1,Small
